text,label
Can't believe some are still spreading misinformation about COVID-19. Do your research! #FakeNews #COVID19,negative
"@SenatorLoeffler And then, after the 16th, what kinds of things were you saying to the public?
????Concerned about #coronavirus? Remember this: The consumer is strong, the economy is strong, &amp; jobs are growing, which puts us in the best economic posit",extremely positive
Watching the government mishandle the pandemic response has been a masterclass in frustration. #COVID19 #governmentresponse,negative
"Thrilled to see more contactless payment options. Safe, quick, and convenient. The future is here! #ContactlessPayments #TechInnovation",extremely positive
The disparity in how different communities are affected by COVID-19 is a stark reminder of our societal inequalities. #COVID19Inequality,negative
As fatalities in exceeds 4 500 in 175 cities the aid provided by WHO amp other countries has ended up in IRGC s warehouses amp allocated to special IRGC hospitals Some of it is sold in the black market at exorbitant prices,negative
At a time of heightened demand for nutrition services due to seniors self isolating because of COVID 19 we need expanded access to programs like MealsOnWheels that provide relief for seniors staying home,extremely positive
???? Let's appreciate the cleaner air and clearer skies as a silver lining during this lockdown. #Environment #PositiveImpact,positive
Understanding the psychological impact of prolonged isolation. Tips on maintaining mental health. #MentalHealthAwareness,neutral
Everyone should if able use the I was a manager of retail store to be able to keep your trained employees is VALUABLE It cost us over 2500 To hire and train ONE person,positive
"The ONLY real thing I????ve learned from this PANDEMIC is that ur all TOTAL assholes. I can????t even wipe my ass now or buy milk, there is no food left &amp; Amazon has nothing in stock. Thanks for being greedy POS????s &amp; leaving NOTHING for ur fellow man. I HATE U ALL! #coronavirus",extremely negative
Exploring the effects of #COVID19 on global tourism. #TravelIndustryInsights,neutral
"As expected, the COVID-19 pandemic has had a big change on consumer behavior and consumption of media. Social media usage has seen a large increase due to users battling loneliness and boredom during physical isolation.
https://t.co/n2Qq05K34t",extremely negative
"@MattHancock Medical staff fighting covid-19 (&amp; patients sent home) use London tubes, busses and supermarkets after treating sick patients

Can we introduce shuttle buses to take staff home and prioritize supermarket food deliveries for NHS staff",extremely negative
"Take 11 min. &amp; listen to this.
Joe Rogan Reacts to LA Shutdown, Latest #Coronavirus News: https://t.co/rD2PZ4v0h6
#COVID19 #COVID?19 #America #USA #Economy #Money #PayCheck #Food #Aid #ToiletPaper #Fear #FirstWorld #FirstWorldPandemicProblems #FirstWorldProblems #JoeRoganPodcast",neutral
"The orders imposed last week to contain the spread of #Covid19 continues till further orders. 

????? ????????????? ???????? ??.13-21????? ???????? ????? ????????? ??????? ????????.????????? ????????????? ?????? ?????????? ???? ????????? ????????????.
 #LetsBreakTheChain https://t.co/1649Wn4z70",negative
Scams and misinformation everywhere. Can't believe people are trying to profit from a pandemic. #COVID19Scams #Misinformation,negative
"For every 10% drop in spending in categories affected by COVID-19, overall consumer spending drops 1.7% https://t.co/r8eFCBaTie",negative
Every trip to the grocery store feels like a battle for survival. This is our new normal? #COVID19life,extremely negative
"My prayers ?? go out to all the real #Covid2019 victims:
-The elderly who are being socially isolated
- Healthcare providers doing overtime
- Supermarket employees who are stressed out
-Small business owners asking for loans
- People living paycheck to paycheck

#Wutang Flu Grift",extremely negative
Institute of Chemical Technology is ready to introduce Sanitizer Tunnel with low cost estimates at crowded place to avoid Infection,negative
I'm tired of people not taking this virus seriously. Your ignorance is putting us all at risk. #COVID19Ignorance,extremely negative
"Zo kan het ook. Die Denen zijn zo gek nogniet. 

A supermarket in Denmark got tired of people hoarding hand sanitizer, so came up with their own way of stopping it.

1 bottle kr40 (???5.50)
2 bottles kr1000 (???134.00) each bottle.

Hoarding stopped!#COVID19 #coronavirus #Hoarding",extremely negative
"Bueno, voy a salir al s????per a por comida para la familia, este gif me representa #Covid_19. Ok, I'm going to the neighborhood supermarket in  Madrid, #Spain, to buy some food for my family and I... all #LockedDown in #Quarantine. As a #geek this represents me now? @PowerRangers https://t.co/ztTvUdSuvJ",positive
???? Takeout from my favorite restaurant + virtual dinner with friends = perfect evening! #QuarantineLife,extremely positive
The solidarity shown worldwide in clapping for healthcare workers is deeply moving. ???????? #ClapForCarers,positive
"@DamotwoT @VFreedoms I haven????t seen any ????Muslim???? panic buying but dozens of ????white British???? hoarders can be seen in any local supermarket. 
 
Don????t use Covid-19 as an excuse for spreading your toxic racism. 
. 
.",extremely negative
"@narendramodi @AmazonindiaIn @flipkartsupport @rsprasad
@PMOIndia crucial time globally we all are fighting with Covid-19 Deadly Virus. Sellers using your platform to sell Mask &amp; Sanitizers on very high prices as they ignored Govt of Ind. notificati",negative
"Hello everyone. My name is Abdulla Al Noman and I am a graphic designer. This is my new logo design. 
How is it.?
Are you looking for a custom logo design..?
Just send a Direct Message.
Full view: https://t.co/9fob5kKzb6
.
.
#onlineshop #logodesign #shopping #Slay #coronavirus https://t.co/LGz13D7d3n",neutral
The mental toll of this pandemic will last long after the virus is gone. We're all struggling. #MentalHealthAwareness #COVID19,extremely negative
???? The creativity of artists sharing their work online is keeping our spirits high. #ArtHeals,extremely positive
The debate over wearing masks or not shouldn't even be a debate. It's about public safety. #WearAMask #COVID19,negative
"Follow that truck
Serious #ToiletPaper #Mobbing 
#Coronavirus 
#covid_19 
#ToiletPaper https://t.co/d8YgGEn2L0",negative
"Disappointed in how some news outlets are handling COVID-19 coverage. More facts, less fear-mongering, please. #MediaResponsibility #PandemicCoverage",negative
The uncertainty of this pandemic is taking a toll on my mental health. How much longer can we live in fear? #Anxiety #COVID19,extremely negative
"The argument that Wilkins Hospital has no capacity to continue acting as the main referral centre for suspected and confirmed COVID-19 cases has been put beyond reasonable doubt. Forget the Zororo saga, I make reference to two events that happened yesterday.",extremely negative
"This panic shopping has to stop. The damn grocery stores have plenty of product but cant keep up stocking because all you damn crazies are spending all your money on stuff THAT ISNT GOING AWAY. Theres no shortage of food, toilet paper, or anything else. #coronavirus",extremely negative
"For those desperately in need of #ToiletPaper, there????s a solution.  You????ll never want for TP again #coronavirus #GetYourTribble https://t.co/T9472p66N4",negative
"@kate_universe Hi Kate, we????ve announced our offers for consumer and small business customers here https://t.co/2L5H19ADvy . These are unprecedented times and we will continue to provide updates on our business, people, policies and customers on Telstra E",neutral
The importance of mental health can't be overstated during these times. Remember to check in with yourself. #MentalHealthAwareness #COVID19,neutral
"The environmental impact of COVID-19: Less pollution, more waste. #Environment #PandemicEffect",neutral
"Up at 06.40 this morning to put ten horses out into their paddocks, social distancing no problem.
Popped into Supermarket to get essentials, the whole fucking world on my shoulder.
There's a flaw in this plan methinks.? #Covid_19",negative
If there is no food stock what are the employee recruitment for??? #mycuriosity #bcm212 #coronavirus #australia,negative
Appreciating the simple joy of home-cooked meals. #HomeCooking #QuarantineCuisine,positive
Highlighting the unsung heroes of the pandemic ?? our essential workers. #ThankYouEssentialWorkers #COVID19Heroes,neutral
"Did They Help? Brilliant site ranks companies on impact of  policies &amp; actions on society &amp; employees during #coronavirus pandemic. If you're in a position to do any online shopping, start here! #CSR ?: https://t.co/jQGxqKuogh",extremely positive
Full beat on YouTube. DM .e about beat prices and deals? #snapchatdown #PinkMoon #FullMoon #lockdownextension #BernieIsOurHope #COVID19 #coronavirus #WednesdayMotivation #art #producers https://t.co/tbqV7NmpMW,neutral
"Already, signs that life will be tougher for Nigerians have manifested with the crash in international crude oil prices. Crude oil is the country????s main revenue source.

The 2020 budget was based on 57 dollars per barrel of oil benchmark but with COVID-19 the price has dropped",extremely negative
???? A big thank you to all the delivery workers. Your hard work doesn't go unnoticed! #DeliveryHeroes #AppreciationPost,positive
@susannareid100 Yet also there's still shameless panic buying. Need to the Army to protect the supply chain and distribution of food to vulnerable and keyworking people. #Covid_19 #coronavirus,extremely negative
"@ChrisMurphyCT @JeriLRyan Best to commence a lockdown, social distancing and travel ban/restriction. That includes interstate. Ensure supply necessities like food, veggies, supermarket  and pharmacy remains open., since you have an unstable president @rea",positive
Amazed by how quickly restaurants have adapted to delivery and takeout. Supporting my local eateries has never been easier! #AdaptAndOvercome #FoodLove,extremely positive
@danieljohnsalt The gov should buy huge stakes in these companies at rock bottom prices. Implement good corporate governance and then sell when the price recovers. Profits can be pumped into public services or reimbursed to key workers to say thank you. #,extremely positive
???? Witnessing distilleries switch to making hand sanitizers is the kind of innovation that inspires me! #CommunityHeroes,extremely positive
"And try and reach out to any frontliners your might know - whether doctors and nurses, but also teachers still teaching vulnerable kids, and even supermarket staff dealing with a sea of eejits stripping shelves. They need to know we're thinking of them. #COVID2019",negative
Watching small businesses crumble under COVID-19 is heartbreaking. Where's the support? #PandemicPain,extremely negative
???? Apps for tracking health and well-being during the pandemic are super helpful. #DigitalHealth,extremely positive
Exploring the impact of the pandemic on global supply chains. #EconomicAnalysis,neutral
With public health regulations having forced bars and restaurants across Australia to close local distilleries have begun making hand sanitizer to meet high demand and keep staff employed during the pandemic writes our Watanabe,negative
The images of supermarket scrums seem ideal for COVID-19 transmission - expect a spike in infections #stockpilingUK,positive
"#coronavirus #voting #history #pandemic 

Don't go to a grocery store or pharmacie over next 2 weeks, it's the deadliest week. 

Also, vote in the Wisconsin Primary. 

@JoeBiden killer candidate https://t.co/NmFRotY7Pr",extremely negative
Inspiring a consumer to cook with unfamiliar ingredients is one thing but not everyone has the skills or confidence required Why product scarcity is far from the only cooking issue people are facing right now,extremely positive
Live Covid 19 updates Shop normally says supermarket boss,neutral
"Worried about how people are not taking social distancing seriously. It's a pandemic, not a holiday! #COVID19 #SocialDistancingFail",negative
???? Discovered a new hobby during lockdown. It's never too late to start something new! #NewHobby #QuarantineLife,positive
Watching my small business crumble because of the lockdown. Heartbreaking. #SmallBusinessStruggle #COVID19Impact,negative
Kudos to teachers adapting to online learning. You're making a difference! #TeachersRock #OnlineEducation,positive
"@MeghanMcCain And what have you done for low paying workers like nurses, cleaners, grocery store- &amp; warehouse workers recently..?
#EatTheRich #JeffBezos #COVID2019",positive
? I spend extra $ to stock food I can't afford only to end up not being able to eat much of it because of my bad gallbladder ? which can't be fixed rn due to Covid-19 which is why I had to spend extra $ on food. SNAP won't cover food ordered via online at my local store.,positive
Watching businesses transform and adapt during the pandemic is witnessing history in the making. ???????? #BusinessResilience,extremely positive
The glorification of certain jobs over others during this pandemic is creating unnecessary hierarchy. #alljobsmatter #COVID19,negative
Analyzing the economic forecast post-COVID-19. Recovery strategies in focus. #EconomicRecovery #PostPandemic,neutral
We must protect our police and paramedics nurses doctors and other HCPs supermarket and pharmacy staff as well as all front line personnel during this crisis or practice and we can,negative
prices jumped more than 3 Monday after top producers agreed to cut output to shore up energy battered by the pandemic and a Saudi Russia price war,negative
Local community initiatives are making a difference in these challenging times. #CommunitySupport #COVID19,neutral
Expert advice: Washing hands frequently remains a top recommendation to reduce virus spread. #HandHygiene #StaySafe,neutral
"Can You Get #Coronavirus from the #GroceryStore?
There simply isn????t 6 feet of space between everyone in the average crowded market, and the infections popping up in grocery stores prove it
#SocialDistancing #StayAtHomeSaveLives #COVID19 #PhysicalDistancing https://t.co/YRVUXvK0Fv",neutral
"Fear surrounding the impact of COVID-19 on the global economy has hurt investor sentiment and brought down stock prices in major markets.

#coronavirus #SEO #SEM #SMO #SMM #websitedesign #websitedevelopment #mobileappdevelopment https://t.co/orzWzInn3o",extremely negative
"This is your daily reminder. Every day until the Covid-19 pandemic has settled down.

You must stay at home, go out for excerise and emergencies or food shopping, be safe and wash your hands. Don't panic buy. Buy what you need for this week only. Stay safe. Follow this please!",positive
The role of technology in managing pandemic-related challenges is increasingly evident. #TechSolutions,neutral
Cool Update: Eastern Montana Hospital Gets a Special Delivery https://t.co/OarVitupQJ #MTnews #HighwayPatrol #Coronavirus #Whiskey,extremely positive
Seeing people suffer while the rich get richer during this pandemic is infuriating. #COVID19Inequality,extremely negative
"Can people please stop stock piling food?
Just finished a full time nursing shift and the shelves are empty!!

#covid?19uk #coronapocolypse #coronavirus #CoronavirusOutbreak #COVID19",negative
"Inside a small (Japanese) grocery store on Robson Street in downtown Vancouver.

A table put between the cashier station and the customer, to force a minimum distance apart, as a reaction to #covid19 #coronavirus . https://t.co/gjvSDwG66L",neutral
Local governments are implementing new measures to ensure public safety. #CivicResponsibility,neutral
"@CoreysDigs I'm in Northern Ontario Canada and there are no cases of  Covid 19 virus in this area. Most are staying home, shelves in grocery stores are getting low in stock in some areas but there's enough food available. Schools closed, seating in restau",negative
"Digital nomad lifestyle is now mainstream, and I??m here for it. Exploring the world while working remotely! #DigitalNomad #WorkFromAnywhere",extremely positive
With all this chaos going on with I m still sat waiting for flight prices to drop,extremely negative
"plattsmetals: ? #PlattsCommodityNews Americas March 26
? Factbox: Prices fall as #coronavirus spread reduces travel | https://t.co/EWdB1ntzDI
? More #coal mine closures, bankruptcies to come | https://t.co/vOv7qtXew0
? Podcast: #Coronavirus &amp; the U???? https://t.co/B4bI85HNyv",neutral
Remote work has opened doors to so many new digital tools. Loving this tech-savvy work life! ???????? #DigitalWorkplace,extremely positive
"Urban gardening initiatives are sprouting up, and I'm here for it. Green thumbs unite! ??????????? #UrbanGardening #GreenLiving",extremely positive
@BBCr4today @the_brc @10DowningStreet @vonderleyen @FoodSecurityUK This is not just a replenishment issue... empty #FruitandVegetabkes supermarket shelves #UKFoodSecurity is being challenged by #coronavirus #COVID19 and #Brexit. Could @10DowningStreet and,negative
???? The rise of contactless payments has made shopping safer and quicker. #TechSavvy,extremely positive
"Are you #homeschooling your kids due to the #Coronavirus?
You deserve a break!

Book a #trip now for FUTURE #travel while the prices are LOW!

Contact us at 610-466-5560 or info@jzwtravel.com and give yourself something to look forward to? https://t.co/06uNxINWt6",negative
"??????? Virtual meetings have become the new norm, and surprisingly, I don't miss the office! #RemoteWorkRocks",extremely positive
Hats off to distilleries turning into hand sanitizer heroes! Talk about a spirited response to a crisis. ???????? #Innovation #CommunitySupport,extremely positive
"Supermarket workers are not frontline heroes, they're just doing their job. #Overrated #COVID19",negative
Let's talk about resilience in the face of #COVID19 and how communities are coming together. #CommunityResilience,neutral
Food in its rightful position is in amp empty shelves are evidence that grocers haven t been able to keep up with the driven by panic buying due to the,extremely negative
"Thu Pham, our Brand Performance Consultant has gathered in-depth data insights from key markets to show the impact of COVID-19 on consumer behaviour. Get more insights here: https://t.co/11ZSyjMWUd https://t.co/BNWvc55Q5i",neutral
Only 25 people allowed in the grocery store at a time ? Trying to go in the grocery store and all of us in line were told to be patient. In ten minutes they will let 25 more people in the store. #coronavirus #LosAngeles,neutral
"Really tired of the panic buying. Just wanted some toilet paper, not a treasure hunt. #COVID19 #panicbuying",negative
Discussing the challenges and successes in remote education. #OnlineEducation #LearningFromHome,neutral
The way communities rallied to support local businesses during lockdowns is heartwarming. #CommunityLove #LocalBusiness,extremely positive
"Wearing masks should be mandatory, not optional. #COVID19 #publicsafety",negative
Love how people are sharing funny quarantine stories. Laughter is definitely a powerful medicine! ???????? #QuarantineLife,positive
"?HOW TO GET MORTGAGE HELP
Excellent advice from @BankrateGreg + @Bankrate. Useful details from @BankofAmerica, @WellsFargo, and @Chase, too. (15/19) #Covid_19
?https://t.co/3ZzsHaZwsE https://t.co/3tikdossiz",extremely positive
"I went to a #Chinese #supermarket. The staff was all wearing 2 masks, a face shield (to protect eyes) and also each check out area had a plastic shield. All but one customer in the market was wearing a face mask. I felt #safer there than anywhere else.
#covid19 #coronavirus",positive
"Our partners at @nielsen are tracking consumer behavior and how COVID-19 is altering it. See what threshold each country is in and more information here:
https://t.co/rNvMCSr3ly https://t.co/vBMIBfioKc",neutral
The speed of vaccine development is nothing short of miraculous. Science for the win! #VaccinesSaveLives #ScienceRocks,extremely positive
Be Safe From Coronavirus Infection Your smartphone and other devices are 100 source of bacteria and corona viruses More info click here,positive
Printed store flyers may not come back as COVID-19 changes retail habits - https://t.co/pkeaZWBL3t store flyers may not come back as COVID-19 changes retail habits https://t.co/kzPscXrnMa,neutral
Essential workers are being treated like disposable assets. Where's the respect? #EssentialNotExpendable,extremely negative
Shoutout to all the distilleries out there turning spirits into sanitizers. Cheers to community spirit! ????????#CommunityFirst #InnovativeSolutions,extremely positive
Farmers markets going virtual is a brilliant innovation. Fresh produce at our fingertips! ???????? #SupportLocal #FreshAndHealthy,extremely positive
COVID-19 and global economies: Analyzing the long-term impacts. #GlobalEconomy #PandemicAnalysis,neutral
The job losses caused by #COVID19 are a nightmare that many are living. This is a disaster.,negative
Watching companies pivot to produce PPE has been nothing short of inspiring. Corporate responsibility at its finest! #PPEHeroes,extremely positive
"Shell recently dropped out of a major #LNG project due to the crash in energy prices. See what our LNG and Proprietary #NaturalGas lead, Allison Hurley, has to say about #coronavirus affecting demand: https://t.co/vx4kYVvfvL",negative
Tired of supermarket workers acting like heroes. I don't care if your putting youreself at risk of getting #coronavirus your still just a bloody shelf stacker not a bloody doctor. #COVID19,negative
"#ICYMI Restaurants are selling and bundling in-demand consumer products, like toilet paper and gloves, with food and drinks for additional revenue.  https://t.co/MXJoaXosLV

#Restaurants #SmallBusiness #revenue #coronavirus #essentials https://t.co/Z1WA0UuOuu",positive
Just read about a lawsuit against misinformation on COVID-19. It's about time. #FakeNews #coronavirus,negative
Following Government s directive top firms have reduced hand sanitiser prices and stepped up production to meet COVID 19 demand,positive
"The rapid adaptation of digital payment systems is a testament to fintech innovation. No contact, no problem! ???? #Fintech #DigitalPayments",extremely positive
Appreciating the small things more than ever - like a cup of coffee in the morning or a quiet evening walk. ??????? #Mindfulness #COVID19,positive
"Contactless payments are the way to go! Fast, secure, and hygienic. ???????? #FinTech #DigitalPayments",extremely positive
Impressed by how quickly businesses are adapting to new ways of working. Innovation at its best. #BusinessResilience #COVID19,positive
Travel advisory: Several countries extend travel bans to limit virus spread. Check the latest guidelines before planning travel. #TravelUpdate #COVID19,neutral
"Many New Zealanders now receive their food via a delivery company and are in effect no different to a supermarket delivery option.""
https://t.co/Opjo7Fjh7j",negative
Stay informed: Daily updates on COVID-19 cases and vaccination rates can be found on [link to a reliable source]. #StaySafe #COVID19Update,neutral
".@PLSBC answers legal questions related to COVID-19's impact on work, finances, consumer &amp; small business problems online at   https://t.co/GsKBUVeR6Z",negative
???? The shift to remote work has been a game-changer! More family time and less commuting ?? a silver lining in these times. #WorkFromHomeLife,extremely positive
Global cooperation: Countries are sharing resources and expertise to combat the pandemic. #GlobalResponse #Unity,neutral
Heartbroken seeing elderly neighbors unable to get their essentials. This isn't the community spirit we need. #HelpTheElderly #COVID19,extremely negative
"As the Wuhan coronavirus (COVID-19) continues to spread across America, panic-stricken????citizens are buying items left and right. Shoppers are hoarding food and cleaning supplies, but????not all products can disinfect???? https://t.co/a96bNO4HsH",negative
Angry to see some individuals intentionally risking others' health in public places. This is not a joke! #coronavirus #publichealthrisk,negative
Seeing communities rally to feed frontline workers restores my faith in humanity. ?????????? #CommunityHeroes #FrontlineSupport,extremely positive
A glimpse into the post-COVID-19 world: Predictions and possibilities. #PostPandemicFuture #WorldAfterCOVID,neutral
I made a meme. #COVID19 #coronavirus #toiletpaper https://t.co/xNJ4ddGOuf,neutral
Watching the healthcare system struggle is a reality check. We were not prepared for this. #HealthcareCrisis #COVID19,extremely negative
Number one in consumer spending in Australia between March 30th amp April 5th was online gambling Calling for an advertising amp promotions ban during COVID 19 to protect UK citizens in isolation,negative
How to maintain social connections while social distancing. #StayConnected #SocialDistancing,neutral
Why is it so hard to find reliable information about coronavirus? #FakeNews #InformationOverload,negative
Virtual book clubs have been a great way to connect and learn. #ReadTogether,positive
"Salute To All The Healthcare Workers, Public Safety, Law Enforcers, Administrative Personnel, Cashiers and Supermarket Attendants, Food Service Staffs, Janitorial Team and Many More Who Help Us Fight the #CoronaVirus while we are Quarantined. We Appreciate and Pray You All ????",extremely positive
is enough for killing and destroying people Be the sanitizer in someone life Spread,extremely negative
Love how businesses are repurposing to meet current needs ?? that's innovation in action! ???????? #BusinessAgility #CrisisInnovation,extremely positive
Companies industries that are benefiting and growing during this crisis teleconference tools Zoom online shopping Amazon Games dev publishers esports US medical companies Insurance not paying out for conpanies in crisis so always benefit Others 19,negative
#SharekhanResearch initiates viewpoint on Asian Paints (APL) with upside of 23-25%; APL is market leader in paints with 55% mkt share; It's a quality play amid near term uncertainties led by Covid-19; Margins will be well supported by sharp fall in crude oil prices #SharekhanFNA,positive
"The loneliness and isolation of this pandemic are crushing. We're social beings, not hermits. #COVID19Isolation",extremely negative
The #coronavirus emergency????s huge and obvious effects on the economy are worrying a lot of homeowners about the future of their most important investment. #housingmarket #BayArea https://t.co/dFZmVbtba2,negative
The pandemic has accelerated the adoption of digital payment systems. #Fintech,neutral
Virtual happy hours with friends are the highlight of my week. Cheers to maintaining social bonds from a distance! ???????? #VirtualHangout #COVID19,positive
For those who don t know You can support your local independent bookshop for me by online shopping at Amazon have enough money to survive Covid 19 Cheers,extremely positive
"So everyone in the world has been told to stay in isolation and some even lockdown.. People are losing their jobs, losing money, sick, anxious.. And the government decides now is the time to HIGHER the council tax!!! Oh and @SkyUK also think it's good to put prices up?
#Covid_19",extremely negative
@DC_Police Couldn't believe it yesterday. I work in a supermarket and it was non stop all day. Whole families coming in (kids included) filling their trolleys like there was no tomorrow. What happened to #StayHomeSaveLives. Made me so cross!!,negative
Highlighting the efforts of frontline workers in the battle against #COVID19. #FrontlineHeroes,neutral
"The Dad - I am not changing my clothes all week to save on laundry pods because we are running out.

The toddler - I did a poop in the bathtub to save on #toiletpaper because Mommy says we are running out!

#ToiletPaperPanic #toiletpapercrisis #coronavirus",extremely positive
Help seniors avoid scams while finding help during quarantine #Pandemic #COVID #COVID19 #Coronavirus https://t.co/Vzm8j27i9a,negative
The way tech companies have stepped up to provide free access to tools for remote work is commendable. #TechForGood #RemoteTools,extremely positive
"Weekly Article from CPT Markets UK Senior dealer Marius Paun---Thursday, 2nd April 2020
Is this a repeat of 2008 for silver prices?
https://t.co/MVyije0iJb
#cptmarkets #economic #finance #investment #stockmarket #market #money #gold #silver #bonds #coronavirus #coronabonds #price",neutral
"@TMZ Wow! ???
People aren't playing about not catching the #coronavirus 
Sis, has an entire paper bag and gloves on, at the grocery store.
This is a scary time.
? ? ??
#Covid_19 
#PalmSunday 
#StayAtHome",positive
Watching fitness trainers pivot to online classes has been motivating. Keeping fit while staying home! ???? #FitnessFromHome,extremely positive
"I????m not paying these prices as a matter of principle. 
Can get halal at Asda, Tesco, Sainsburys without paying extortionate prices 

Coronavirus: Shops ????profiting off death???? - Ilford Lane businesses accused of price gouging https://t.co/aoFQ0wXxHr",negative
SUSPEND ethanol restrictions Sitting on millions gallons of ETHANOL for E10 fuel can be used amp NOT denatured either for hand sanitizer instead of isopropyl and sold directly 80 to reduce fire hazard as disinfectant for surfaces,negative
Safety tips for grocery shopping during the pandemic. #SafeShopping #COVID19Guidelines,neutral
This pandemic has shown how unprepared we are for a crisis of this magnitude. #COVID19 #unprepared,negative
The misinformation being spread about COVID-19 is dangerous and irresponsible. #fakeCOVIDnews,extremely negative
"So everyone are losing their heads over #Coronavirus

Falling down stairs kills 1,000 in UK https://t.co/XoM5yM1KZH

Seasonal flu kills 17,000 a year, or 362 A WEEK in UK https://t.co/oPZMNm8s2e

Coronavirus is currently at 55. Keep your heads on
#StopPanicBuying #StopStockpiling",extremely negative
Read the latest #COVID-19 updates from the @US_FDA: https://t.co/zocCLz8i1K,neutral
Amazed to see how quickly local restaurants pivoted to delivery and takeout. Supporting small businesses has never been tastier! #AdaptAndThrive #SupportLocal,extremely positive
There s plenty of food in the world but panic buying amid the s spread is making it hard for people to get it,extremely negative
"Let's hear it for supermarket workers; getting minimum wage to expose themselves to #Covid_19, all while being abused all day long by dickheads. Love these people! #COVID19Aus",positive
#Ireland #Covid_19 a question-write the names of all the people you love most in the world! now walk the prom/go to open pub/stand close in supermarket/dont bother washing hands or not hangin with ur friends-now put a line through names of those who you can let die? #StayAtHome,extremely positive
"Advantages to living across the street from a grocery store... we saw a delivery truck parked outside, so my husband popped in to see if they had eggs, and SUCCESS! #coronavirus #grocerystores",extremely positive
Just had a virtual coffee with a friend. Finding new ways to stay close while apart. #VirtualHangout,positive
"GETAnalysis: #SignificantDisruption to #FoodSupply &amp; its accompanying shortages, will bring #panic, #rioting, &amp; #violence in some countries

https://t.co/j7I17gu5e1

#CoronaVirus #FoodSupplies #SupplyChains #EconomicShock #MondayThoughts #MondayReview #MondayMusings #MondayNight",negative
Feel like we're living in a dystopia where supermarket shelves are consistently empty. #pandemiclife #coronavirus,negative
Lysol Laundry Sanitizer Additive Crisp Linen - 2 X 90 ounces each https://t.co/epmUxnDoVy #coronavirus #covid_19 #covid19 https://t.co/5QeWiXTtDe,neutral
"What about all of us at a cash register who are in constant contact with 100+ people every day 2ft away from our faces? They give it to us, then we go to the grocery store, and spread it there then take it home to our families and so on and so forth... #COVID19 #coronavirus",neutral
"Supermarket In Denmark Comes Up With A Brilliant Pricing Trick To Stop Hand Sanitizer Hoarding https://t.co/fAWxZX3XNf via @boredpanda

@Tesco @asda @sainsburys @marksandspencer @waitrose @LidlGB @AldiUK 

No idea if it????s true but Genius!

@BorisJohnson #Covid_19",positive
President and CEO Murray Kessler was on CNBC s  Mad Money with Jim Cramer  to talk about Perrigo s role as a global consumer self care company especially during the COVID 19 crisis Watch the full interview,extremely negative
"@KariLeeAK907 Wells Fargo is committed to helping customers experiencing hardships from COVID-19. If in need of assistance, customers can call 1-800-219-9739 to speak with a trained specialist about options available for their consumer lending, small busi",extremely positive
#coronavirus recession? Economists recommend cash! https://t.co/R8J0Tczo8J #consumer economy lifeblood #cashisking #sixoclock news,negative
So many scams popping up during #COVID19. It's sick how some try to profit from a crisis.,negative
Grateful for the slower pace of life right now. Time to reflect and appreciate the little things. #Gratitude #LifeLessons,positive
???? Impressed by how quickly businesses have adapted to remote work. We're more flexible than we thought! #WorkFromHome,positive
"#MythbustingMonday Will changing my diet stop me getting #coronavirus and can I still drink Corona Beer?
-
Cabin fever anyone? After a week of virtual lockdown, empty supermarket shelves and a desperate hunt for???? https://t.co/LEzCHjO5Qy",extremely negative
Why are people hoarding bottled water like it's the end of the world? #covidchaos #overreacting,negative
"????There will be people who die who work at Walmart because of this policy.???? 

CPD Supervising Attorney for Worker Justice @RachelDeutsch6 on how Walmart's emergency sick leave is fatally flawed. 

https://t.co/QW2LU5u33c https://t.co/WAv823P0dK",extremely negative
"????Lock Down???? a #poem by Polly Robertson age 10 my little girls take on this crazy situation #coronavirus :

Locked indoors 
Out of stock is food
Covid-19
Kites are never used

Doing nothing 
Out in the garden we only go
When we????re indoors we????re normal
Nothing to do",negative
The pandemic scam artists are out in full force. Can't believe people are falling for this. #COVIDscams #stayalert,negative
"When this is over, I will

- Value local businesses
- Be less wasteful with food
- Spend more time on me
- Appreciate a good old hug
- Demand NHS reform
- Never buy another Huawei
- Fully appreciate the elderly
- Never take family for granted

Your turn...

#corover #coronavirus https://t.co/OSZQHQ0Eji",extremely positive
"This chart shows the expected surge in the US online grocery shopping market ???? even if the COVID-19 pandemic subsides in the next few months

https://t.co/uBTWD0otM7",neutral
With the Covid-19 lockdown you are probably shopping online more than ever. Did you know that you can donate to @Shiviatweets while you shop? https://t.co/05XdaICTpJ,neutral
"Saudi-based office lunch delivery platform, @DailyMealzKSA, has rolled out a new grocery delivery service to help customers gain easier access to daily supplies at affordable prices. https://t.co/4P7CaeTP2z https://t.co/00ZyJjmCet",extremely positive
Just found the rarest shiny ever,neutral
Heartened by the global collaboration in the scientific community. Working together for a cure! ???????? #GlobalEffort,positive
Disheartened to see how global food security is being threatened by this pandemic. #COVID19 #FoodSecurity,negative
Virtual coffee breaks with colleagues are the new normal. Finding new ways to stay connected. #WorkFromHome #TeamSpirit,positive
China serves as a barometer for the state of the global economy in #coronavirus crisis: Bloomberg reports that almost half of China????s listed consumer companies will not have enough liquidity to endure another 6 months   https://t.co/7U2udb4270,extremely negative
Noticing an increase in community-led initiatives to help those impacted by the pandemic. #CommunitySupport,neutral
Seeing people lose their jobs and livelihoods is heart-wrenching. We need urgent economic relief. #COVID19 #EconomicCrisis,extremely negative
